hiring_manager: namelezz; similarity_score: 0.96874
hiring_manager: Cyranix; similarity_score: 0.67390
hiring_manager: rrpadhy; similarity_score: 0.67390
hiring_manager: tobinharris; similarity_score: 0.67390
hiring_manager: geverett; similarity_score: 0.65956
hiring_manager: chrisbennet; similarity_score: 0.64583
hiring_manager: petrosagg; similarity_score: 0.64582
hiring_manager: Blackthorn; similarity_score: 0.64582
hiring_manager: rememberlenny; similarity_score: 0.64582
hiring_manager: toreriklinnerud; similarity_score: 0.63265
hiring_manager: manpageman; similarity_score: 0.63264
hiring_manager: zerr; similarity_score: 0.63264
hiring_manager: miles932; similarity_score: 0.63264
hiring_manager: timanglade; similarity_score: 0.60784
hiring_manager: frabcus; similarity_score: 0.60783
hiring_manager: fnaticshank; similarity_score: 0.60783
hiring_manager: lesleyann25; similarity_score: 0.57407
hiring_manager: g06; similarity_score: 0.57407
hiring_manager: milewska; similarity_score: 0.57406
hiring_manager: reubendoetsch; similarity_score: 0.57406
hiring_manager: untilHellbanned; similarity_score: 0.56363
hiring_manager: edent; similarity_score: 0.56363
hiring_manager: doxcf434; similarity_score: 0.55356
hiring_manager: darrennix; similarity_score: 0.54385
hiring_manager: greenjellybean; similarity_score: 0.54385
hiring_manager: justhw; similarity_score: 0.53448
hiring_manager: cllns; similarity_score: 0.53448
hiring_manager: beaverfox; similarity_score: 0.53447
hiring_manager: pouloum78; similarity_score: 0.52542
hiring_manager: spot; similarity_score: 0.51666
hiring_manager: roybarberuk; similarity_score: 0.50819
hiring_manager: S4M; similarity_score: 0.50818
hiring_manager: ericbogs; similarity_score: 0.50818
hiring_manager: yavery; similarity_score: 0.49999
hiring_manager: dalys; similarity_score: 0.49999
hiring_manager: ninetax; similarity_score: 0.48437
hiring_manager: ugh123; similarity_score: 0.48437
hiring_manager: feverishaaron; similarity_score: 0.46969
hiring_manager: k1w1; similarity_score: 0.46268
hiring_manager: burnout1540; similarity_score: 0.45587
hiring_manager: finnh; similarity_score: 0.44927
hiring_manager: amac; similarity_score: 0.44926
hiring_manager: biomimic; similarity_score: 0.44285
hiring_manager: murtza; similarity_score: 0.43661
hiring_manager: samuelbrin; similarity_score: 0.43661
hiring_manager: imdane; similarity_score: 0.43660
hiring_manager: jorgecastillo; similarity_score: 0.43055
hiring_manager: pohungc; similarity_score: 0.42465
hiring_manager: edziubudzik; similarity_score: 0.42465
hiring_manager: kefeizhou; similarity_score: 0.42465
hiring_manager: pwman; similarity_score: 0.41891
hiring_manager: lbo; similarity_score: 0.41891
hiring_manager: jack7890; similarity_score: 0.41333
hiring_manager: 7parkdata; similarity_score: 0.39742
hiring_manager: ehberger; similarity_score: 0.39239
hiring_manager: frb; similarity_score: 0.38749
hiring_manager: 7Figures2Commas; similarity_score: 0.38271
hiring_manager: marybheine; similarity_score: 0.38270
hiring_manager: realdlee; similarity_score: 0.37804
hiring_manager: rfergie; similarity_score: 0.37349
hiring_manager: DustinCalim; similarity_score: 0.37348
hiring_manager: retrodict; similarity_score: 0.36903
hiring_manager: lsee; similarity_score: 0.36469
hiring_manager: andrewmb; similarity_score: 0.36046
hiring_manager: statictype; similarity_score: 0.36045
hiring_manager: annalewis7; similarity_score: 0.35632
hiring_manager: samingrassia; similarity_score: 0.35631
hiring_manager: damon_c; similarity_score: 0.35227
hiring_manager: chrisdl; similarity_score: 0.35227
hiring_manager: jsaxton86; similarity_score: 0.35227
hiring_manager: kevinschumacher; similarity_score: 0.35226
hiring_manager: yegg; similarity_score: 0.35226
hiring_manager: ivanzhao; similarity_score: 0.34831
hiring_manager: kiyoto; similarity_score: 0.34830
hiring_manager: carlatqueue; similarity_score: 0.34830
hiring_manager: frisco; similarity_score: 0.34065
hiring_manager: brettz; similarity_score: 0.34065
hiring_manager: drpancake; similarity_score: 0.34065
hiring_manager: TheMakeA; similarity_score: 0.34065
hiring_manager: eric_romo; similarity_score: 0.33695
hiring_manager: Equiet; similarity_score: 0.33695
hiring_manager: artursapek; similarity_score: 0.33333
hiring_manager: mmelin; similarity_score: 0.33332
hiring_manager: mattnguyen; similarity_score: 0.33332
hiring_manager: JuliaLam; similarity_score: 0.32631
hiring_manager: paradox95; similarity_score: 0.32630
hiring_manager: uwemaurer; similarity_score: 0.32630
hiring_manager: spooneybarger; similarity_score: 0.32630
hiring_manager: wattenberger; similarity_score: 0.32630
hiring_manager: jszumski; similarity_score: 0.32291
hiring_manager: encore2097; similarity_score: 0.31958
hiring_manager: robg; similarity_score: 0.31958
hiring_manager: yonibaciu1; similarity_score: 0.31312
hiring_manager: dbuxton; similarity_score: 0.30999
hiring_manager: nschuett; similarity_score: 0.30999
hiring_manager: florianf; similarity_score: 0.30692
hiring_manager: morgante; similarity_score: 0.30392
hiring_manager: dmritard96; similarity_score: 0.30391
hiring_manager: austinhallock; similarity_score: 0.30391
hiring_manager: saucelabs; similarity_score: 0.30391
hiring_manager: asanwal; similarity_score: 0.30096
hiring_manager: rasengan; similarity_score: 0.30096
hiring_manager: johnnyg; similarity_score: 0.29523
hiring_manager: fuelfive; similarity_score: 0.29523
hiring_manager: matlock; similarity_score: 0.29523
hiring_manager: maramaemartin; similarity_score: 0.29523
hiring_manager: FUSAR_rs; similarity_score: 0.29244
hiring_manager: alphast0rm; similarity_score: 0.28971
hiring_manager: cjbarber; similarity_score: 0.28970
hiring_manager: wdewind; similarity_score: 0.28703
hiring_manager: vtuulos; similarity_score: 0.28703
hiring_manager: kdavari; similarity_score: 0.27927
hiring_manager: fchollet; similarity_score: 0.27927
hiring_manager: myom; similarity_score: 0.27678
hiring_manager: dangoldin; similarity_score: 0.27677
hiring_manager: Renat; similarity_score: 0.27433
hiring_manager: gajomi; similarity_score: 0.27433
hiring_manager: edawerd; similarity_score: 0.27192
hiring_manager: alexk; similarity_score: 0.27192
hiring_manager: espinchi; similarity_score: 0.27192
hiring_manager: jdjdjd; similarity_score: 0.27192
hiring_manager: peter_mcrae; similarity_score: 0.27192
hiring_manager: baran; similarity_score: 0.26956
hiring_manager: hgrttn; similarity_score: 0.26724
hiring_manager: salar; similarity_score: 0.26723
hiring_manager: ben336; similarity_score: 0.26495
hiring_manager: Mynar; similarity_score: 0.26495
hiring_manager: wiredd; similarity_score: 0.26494
hiring_manager: Symbol; similarity_score: 0.26271
hiring_manager: geori; similarity_score: 0.26270
hiring_manager: propellerhat; similarity_score: 0.26050
hiring_manager: jjnvdm; similarity_score: 0.26050
hiring_manager: BGCivis; similarity_score: 0.26049
hiring_manager: FreshPuzzles; similarity_score: 0.26049
hiring_manager: choult; similarity_score: 0.26049
hiring_manager: sidjoshi; similarity_score: 0.25833
hiring_manager: JayNeely; similarity_score: 0.25409
hiring_manager: PhantomPhreak; similarity_score: 0.25203
hiring_manager: bowmanb; similarity_score: 0.25202
hiring_manager: RaizlabsTalent; similarity_score: 0.24999
hiring_manager: mrw34; similarity_score: 0.24999
hiring_manager: Theranos; similarity_score: 0.24799
hiring_manager: hglaser; similarity_score: 0.24799
hiring_manager: escherize; similarity_score: 0.24603
hiring_manager: zacharypinter; similarity_score: 0.24602
hiring_manager: joanatello; similarity_score: 0.24409
hiring_manager: nichol4s; similarity_score: 0.24409
hiring_manager: gsiener; similarity_score: 0.24409
hiring_manager: ashleyjohn; similarity_score: 0.23845
hiring_manager: loganfrederick; similarity_score: 0.23663
hiring_manager: clarkevans; similarity_score: 0.23663
hiring_manager: cwc22; similarity_score: 0.23484
hiring_manager: mrbird; similarity_score: 0.23308
hiring_manager: Andrew_Metail; similarity_score: 0.23308
hiring_manager: ssk2; similarity_score: 0.23307
hiring_manager: jpwagner; similarity_score: 0.23307
hiring_manager: grydstedt; similarity_score: 0.23134
hiring_manager: chollida1; similarity_score: 0.23133
hiring_manager: knes; similarity_score: 0.22962
hiring_manager: jhmaddox; similarity_score: 0.22794
hiring_manager: sam; similarity_score: 0.22793
hiring_manager: clieu1; similarity_score: 0.22793
hiring_manager: kscottz; similarity_score: 0.22627
hiring_manager: axiom; similarity_score: 0.22627
hiring_manager: davidw; similarity_score: 0.22627
hiring_manager: omarish; similarity_score: 0.22626
hiring_manager: Dejeanakay; similarity_score: 0.22463
hiring_manager: meaydinli; similarity_score: 0.22301
hiring_manager: mateodelnorte; similarity_score: 0.22301
hiring_manager: darrenkopp; similarity_score: 0.22301
hiring_manager: nkoren; similarity_score: 0.22142
hiring_manager: chrisduesing; similarity_score: 0.22141
hiring_manager: sciurus; similarity_score: 0.21830
hiring_manager: mburst; similarity_score: 0.21830
hiring_manager: dannysu; similarity_score: 0.21677
hiring_manager: davidshariff; similarity_score: 0.21527
hiring_manager: d0m; similarity_score: 0.21527
hiring_manager: klochner; similarity_score: 0.21379
hiring_manager: asolove; similarity_score: 0.21378
hiring_manager: squirrel; similarity_score: 0.21232
hiring_manager: breckognize; similarity_score: 0.21232
hiring_manager: olivercameron; similarity_score: 0.21088
hiring_manager: jason_allen; similarity_score: 0.21087
hiring_manager: kenrose; similarity_score: 0.20945
hiring_manager: alexose; similarity_score: 0.20945
hiring_manager: biggitybones; similarity_score: 0.20945
hiring_manager: BMarkmann; similarity_score: 0.20945
hiring_manager: evaneykelen; similarity_score: 0.20805
hiring_manager: dimitry12; similarity_score: 0.20804
hiring_manager: soundandfeury; similarity_score: 0.20666
hiring_manager: yesimahuman; similarity_score: 0.20665
hiring_manager: nikhaldi; similarity_score: 0.20665
hiring_manager: mandoescamilla; similarity_score: 0.20529
hiring_manager: DLarsen; similarity_score: 0.20394
hiring_manager: YelpEngineering; similarity_score: 0.20393
hiring_manager: twymer; similarity_score: 0.20261
hiring_manager: dwiel; similarity_score: 0.20260
hiring_manager: freyil; similarity_score: 0.20129
hiring_manager: bgriggs1; similarity_score: 0.19999
hiring_manager: jkoc; similarity_score: 0.19999
hiring_manager: stockninja; similarity_score: 0.19620
hiring_manager: manoa; similarity_score: 0.19620
hiring_manager: eugeneiiim; similarity_score: 0.19619
hiring_manager: jasoncrawford; similarity_score: 0.19496
hiring_manager: mpdaugherty; similarity_score: 0.19496
hiring_manager: infer; similarity_score: 0.19496
hiring_manager: jlees; similarity_score: 0.19374
hiring_manager: sridevizarin; similarity_score: 0.19254
hiring_manager: brendan_gill; similarity_score: 0.19135
hiring_manager: conversica; similarity_score: 0.19135
hiring_manager: xiongww; similarity_score: 0.18902
hiring_manager: vonnik; similarity_score: 0.18787
hiring_manager: rvivek; similarity_score: 0.18787
hiring_manager: pashabitz; similarity_score: 0.18674
hiring_manager: bootstraponline; similarity_score: 0.18673
hiring_manager: Gyffindor; similarity_score: 0.18673
hiring_manager: hafabnew; similarity_score: 0.18673
hiring_manager: ndonnellan; similarity_score: 0.18562
hiring_manager: rprovey; similarity_score: 0.18562
hiring_manager: santiycr; similarity_score: 0.18452
hiring_manager: thethimble; similarity_score: 0.18451
hiring_manager: djyoo; similarity_score: 0.18343
hiring_manager: fasteddie; similarity_score: 0.18342
hiring_manager: noobuser123; similarity_score: 0.18342
hiring_manager: tianyicui; similarity_score: 0.18234
hiring_manager: astralship; similarity_score: 0.18128
hiring_manager: pandamcbonesaw; similarity_score: 0.17919
hiring_manager: sethbannon; similarity_score: 0.17918
hiring_manager: antoviaque; similarity_score: 0.17918
hiring_manager: mikebabineau; similarity_score: 0.17815
hiring_manager: hseikaly; similarity_score: 0.17713
hiring_manager: bambootalent; similarity_score: 0.17613
hiring_manager: blo; similarity_score: 0.17513
hiring_manager: tharshan09; similarity_score: 0.17513
hiring_manager: svec; similarity_score: 0.17513
hiring_manager: Clairesheng; similarity_score: 0.17513
hiring_manager: zeiler; similarity_score: 0.17415
hiring_manager: Bahamut; similarity_score: 0.17318
hiring_manager: sian_OK; similarity_score: 0.17318
hiring_manager: scottaj2; similarity_score: 0.17318
hiring_manager: fheisler; similarity_score: 0.17317
hiring_manager: sinak; similarity_score: 0.17222
hiring_manager: dh0913; similarity_score: 0.17222
hiring_manager: jakestein; similarity_score: 0.17221
hiring_manager: AaronLasseigne; similarity_score: 0.17221
hiring_manager: JJMalina; similarity_score: 0.17126
hiring_manager: martinshen; similarity_score: 0.17032
hiring_manager: jonbischke; similarity_score: 0.17032
hiring_manager: azinman2; similarity_score: 0.16939
hiring_manager: kcrossisec; similarity_score: 0.16847
hiring_manager: brandonthejames; similarity_score: 0.16847
hiring_manager: Synergyse; similarity_score: 0.16756
hiring_manager: sqs; similarity_score: 0.16756
hiring_manager: EmilLondon; similarity_score: 0.16666
hiring_manager: jarmitage; similarity_score: 0.16666
hiring_manager: jontonsoup; similarity_score: 0.16576
hiring_manager: _br; similarity_score: 0.16576
hiring_manager: fortpoint; similarity_score: 0.16576
hiring_manager: diego; similarity_score: 0.16488
hiring_manager: sparkman55; similarity_score: 0.16314
hiring_manager: bjelkeman-again; similarity_score: 0.16229
hiring_manager: alexchantastic; similarity_score: 0.16145
hiring_manager: arobbins; similarity_score: 0.16061
hiring_manager: ILIKEPONIES; similarity_score: 0.16061
hiring_manager: noahbrier; similarity_score: 0.15656
hiring_manager: waseems; similarity_score: 0.15577
hiring_manager: michaelhoffman; similarity_score: 0.15577
hiring_manager: bostik; similarity_score: 0.15577
hiring_manager: georgespencer; similarity_score: 0.15577
hiring_manager: gsastry; similarity_score: 0.15345
hiring_manager: tqn; similarity_score: 0.15270
hiring_manager: tair; similarity_score: 0.15121
hiring_manager: gnidan; similarity_score: 0.15121
hiring_manager: paulc; similarity_score: 0.15048
hiring_manager: cairo140; similarity_score: 0.15048
hiring_manager: oms1005; similarity_score: 0.15047
hiring_manager: bbeck; similarity_score: 0.15047
hiring_manager: shedd; similarity_score: 0.14903
hiring_manager: zaidos; similarity_score: 0.14902
hiring_manager: mapdock; similarity_score: 0.14902
hiring_manager: swampthing; similarity_score: 0.14832
hiring_manager: woodhull; similarity_score: 0.14831
hiring_manager: daveoflynn; similarity_score: 0.14831
hiring_manager: andrewforee; similarity_score: 0.14760
hiring_manager: the_gigi; similarity_score: 0.14691
hiring_manager: arach; similarity_score: 0.14621
hiring_manager: jennifer_scroll; similarity_score: 0.14621
hiring_manager: lightningstorm; similarity_score: 0.14485
hiring_manager: mbesto; similarity_score: 0.14351
hiring_manager: sb_ba; similarity_score: 0.14351
hiring_manager: iis_zephyr; similarity_score: 0.14350
hiring_manager: kmano8; similarity_score: 0.14220
hiring_manager: JimboOmega; similarity_score: 0.13963
hiring_manager: meritt; similarity_score: 0.13963
hiring_manager: jnenglish; similarity_score: 0.13900
hiring_manager: vaxtrac; similarity_score: 0.13838
hiring_manager: azth; similarity_score: 0.13716
hiring_manager: ncbk12; similarity_score: 0.13655
hiring_manager: matm; similarity_score: 0.13536
hiring_manager: snowmaker; similarity_score: 0.13536
hiring_manager: bsnyder; similarity_score: 0.13419
hiring_manager: minichate; similarity_score: 0.13419
hiring_manager: jasonparekh; similarity_score: 0.13361
hiring_manager: alexthornton; similarity_score: 0.13247
hiring_manager: jhdavids8; similarity_score: 0.13247
hiring_manager: cwhiten; similarity_score: 0.13134
hiring_manager: rchiba; similarity_score: 0.12970
hiring_manager: JangoSteve; similarity_score: 0.12704
hiring_manager: boyd; similarity_score: 0.12704
hiring_manager: blakeweb; similarity_score: 0.12550
hiring_manager: ejdyksen; similarity_score: 0.12399
hiring_manager: capkutay; similarity_score: 0.12252
hiring_manager: kedargj; similarity_score: 0.12156
hiring_manager: conorgil145; similarity_score: 0.12108
hiring_manager: maxneu; similarity_score: 0.11876
hiring_manager: bitcrusher; similarity_score: 0.11653
hiring_manager: courtneypowell; similarity_score: 0.11653
hiring_manager: jjarmoc; similarity_score: 0.11566
hiring_manager: spang; similarity_score: 0.11354
hiring_manager: atto; similarity_score: 0.10953
hiring_manager: chrchr; similarity_score: 0.10876
hiring_manager: helloshow; similarity_score: 0.10763
hiring_manager: greattypo; similarity_score: 0.09810
hiring_manager: pensieri; similarity_score: 0.09778
hiring_manager: ddtruong17; similarity_score: 0.09597
hiring_manager: BWStearns; similarity_score: 0.08422
hiring_manager: makmanalp; similarity_score: 0.08332
hiring_manager: fh2210; similarity_score: 0.08200
hiring_manager: brendankemp; similarity_score: 0.07907
hiring_manager: frabrunelle; similarity_score: 0.05467
