hiring_manager: papaonlegs; similarity_score: 0.95999
hiring_manager: salar; similarity_score: 0.35820
hiring_manager: Symbol; similarity_score: 0.35820
hiring_manager: geori; similarity_score: 0.35555
hiring_manager: propellerhat; similarity_score: 0.35554
hiring_manager: choult; similarity_score: 0.35293
hiring_manager: kamalesh_v; similarity_score: 0.35293
hiring_manager: tomccabe; similarity_score: 0.35293
hiring_manager: mrw34; similarity_score: 0.35036
hiring_manager: BGCivis; similarity_score: 0.35035
hiring_manager: hglaser; similarity_score: 0.35035
hiring_manager: FreshPuzzles; similarity_score: 0.34782
hiring_manager: sidjoshi; similarity_score: 0.34782
hiring_manager: wiredd; similarity_score: 0.34782
hiring_manager: JayNeely; similarity_score: 0.34532
hiring_manager: PhantomPhreak; similarity_score: 0.34285
hiring_manager: RaizlabsTalent; similarity_score: 0.34285
hiring_manager: bowmanb; similarity_score: 0.34042
hiring_manager: escherize; similarity_score: 0.34041
hiring_manager: sahil_videology; similarity_score: 0.34041
hiring_manager: loganfrederick; similarity_score: 0.33801
hiring_manager: jdjdjd; similarity_score: 0.33566
hiring_manager: Andrew_Metail; similarity_score: 0.33333
hiring_manager: nichol4s; similarity_score: 0.33332
hiring_manager: ashleyjohn; similarity_score: 0.33332
hiring_manager: zacharypinter; similarity_score: 0.33103
hiring_manager: cwc22; similarity_score: 0.33102
hiring_manager: Theranos; similarity_score: 0.32876
hiring_manager: grydstedt; similarity_score: 0.32652
hiring_manager: gsiener; similarity_score: 0.32652
hiring_manager: jpwagner; similarity_score: 0.32432
hiring_manager: mrbird; similarity_score: 0.32431
hiring_manager: clarkevans; similarity_score: 0.32431
hiring_manager: ssk2; similarity_score: 0.32214
hiring_manager: chollida1; similarity_score: 0.32213
hiring_manager: knes; similarity_score: 0.32213
hiring_manager: jhmaddox; similarity_score: 0.31999
hiring_manager: clieu1; similarity_score: 0.31788
hiring_manager: axiom; similarity_score: 0.31787
hiring_manager: kscottz; similarity_score: 0.31787
hiring_manager: omarish; similarity_score: 0.31578
hiring_manager: chrisduesing; similarity_score: 0.31372
hiring_manager: meaydinli; similarity_score: 0.31371
hiring_manager: mateodelnorte; similarity_score: 0.31168
hiring_manager: anotherdrew42; similarity_score: 0.31168
hiring_manager: Dejeanakay; similarity_score: 0.31168
hiring_manager: mburst; similarity_score: 0.30967
hiring_manager: nathanwdavis; similarity_score: 0.30966
hiring_manager: dannysu; similarity_score: 0.30966
hiring_manager: darrenkopp; similarity_score: 0.30769
hiring_manager: sam; similarity_score: 0.30768
hiring_manager: d0m; similarity_score: 0.30768
hiring_manager: sciurus; similarity_score: 0.30573
hiring_manager: nkoren; similarity_score: 0.30572
hiring_manager: breckognize; similarity_score: 0.30572
hiring_manager: klochner; similarity_score: 0.30188
hiring_manager: davidshariff; similarity_score: 0.30187
hiring_manager: kenrose; similarity_score: 0.29999
hiring_manager: squirrel; similarity_score: 0.29999
hiring_manager: asolove; similarity_score: 0.29812
hiring_manager: biggitybones; similarity_score: 0.29629
hiring_manager: bostonpete; similarity_score: 0.29628
hiring_manager: evaneykelen; similarity_score: 0.29447
hiring_manager: BMarkmann; similarity_score: 0.29268
hiring_manager: DLarsen; similarity_score: 0.29267
hiring_manager: alexose; similarity_score: 0.29267
hiring_manager: nikhaldi; similarity_score: 0.29090
hiring_manager: jason_allen; similarity_score: 0.29090
hiring_manager: dimitry12; similarity_score: 0.29090
hiring_manager: olivercameron; similarity_score: 0.28915
hiring_manager: yapjonathan; similarity_score: 0.28915
hiring_manager: dwiel; similarity_score: 0.28742
hiring_manager: yesimahuman; similarity_score: 0.28741
hiring_manager: jkoc; similarity_score: 0.28741
hiring_manager: twymer; similarity_score: 0.28571
hiring_manager: soundandfeury; similarity_score: 0.28570
hiring_manager: mandoescamilla; similarity_score: 0.28570
hiring_manager: bgriggs1; similarity_score: 0.28069
hiring_manager: manoa; similarity_score: 0.27906
hiring_manager: mpdaugherty; similarity_score: 0.27906
hiring_manager: jasoncrawford; similarity_score: 0.27906
hiring_manager: YelpEngineering; similarity_score: 0.27745
hiring_manager: eugeneiiim; similarity_score: 0.27586
hiring_manager: biomimic; similarity_score: 0.27585
hiring_manager: infer; similarity_score: 0.27585
hiring_manager: jlees; similarity_score: 0.27428
hiring_manager: stockninja; similarity_score: 0.27427
hiring_manager: conversica; similarity_score: 0.27272
hiring_manager: inastar; similarity_score: 0.27272
hiring_manager: brendan_gill; similarity_score: 0.27118
hiring_manager: hafabnew; similarity_score: 0.27118
hiring_manager: sridevizarin; similarity_score: 0.27117
hiring_manager: vonnik; similarity_score: 0.26966
hiring_manager: petrosagg; similarity_score: 0.26815
hiring_manager: rvivek; similarity_score: 0.26815
hiring_manager: Gyffindor; similarity_score: 0.26666
hiring_manager: pashabitz; similarity_score: 0.26666
hiring_manager: djyoo; similarity_score: 0.26519
hiring_manager: xiongww; similarity_score: 0.26518
hiring_manager: santiycr; similarity_score: 0.26373
hiring_manager: ndonnellan; similarity_score: 0.26229
hiring_manager: thethimble; similarity_score: 0.26229
hiring_manager: rprovey; similarity_score: 0.26229
hiring_manager: tianyicui; similarity_score: 0.26229
hiring_manager: bootstraponline; similarity_score: 0.26086
hiring_manager: fasteddie; similarity_score: 0.26086
hiring_manager: tobinharris; similarity_score: 0.25945
hiring_manager: astralship; similarity_score: 0.25945
hiring_manager: noobuser123; similarity_score: 0.25668
hiring_manager: pandamcbonesaw; similarity_score: 0.25396
hiring_manager: mikebabineau; similarity_score: 0.25396
hiring_manager: blo; similarity_score: 0.25262
hiring_manager: sethbannon; similarity_score: 0.25262
hiring_manager: tharshan09; similarity_score: 0.25262
hiring_manager: antoviaque; similarity_score: 0.25130
hiring_manager: svec; similarity_score: 0.24999
hiring_manager: Clairesheng; similarity_score: 0.24999
hiring_manager: hseikaly; similarity_score: 0.24999
hiring_manager: zeiler; similarity_score: 0.24870
hiring_manager: sian_OK; similarity_score: 0.24869
hiring_manager: dh0913; similarity_score: 0.24742
hiring_manager: bambootalent; similarity_score: 0.24741
hiring_manager: fheisler; similarity_score: 0.24741
hiring_manager: AaronLasseigne; similarity_score: 0.24615
hiring_manager: martinshen; similarity_score: 0.24615
hiring_manager: sinak; similarity_score: 0.24615
hiring_manager: scottaj2; similarity_score: 0.24489
hiring_manager: brandonthejames; similarity_score: 0.24489
hiring_manager: jonbischke; similarity_score: 0.24365
hiring_manager: jakestein; similarity_score: 0.24365
hiring_manager: azinman2; similarity_score: 0.24365
hiring_manager: JJMalina; similarity_score: 0.24242
hiring_manager: Bahamut; similarity_score: 0.24242
hiring_manager: kcrossisec; similarity_score: 0.24120
hiring_manager: Synergyse; similarity_score: 0.24120
hiring_manager: sqs; similarity_score: 0.24120
hiring_manager: diego; similarity_score: 0.23999
hiring_manager: jontonsoup; similarity_score: 0.23880
hiring_manager: EmilLondon; similarity_score: 0.23879
hiring_manager: fortpoint; similarity_score: 0.23644
hiring_manager: jarmitage; similarity_score: 0.23529
hiring_manager: JimiofEden; similarity_score: 0.23528
hiring_manager: bjelkeman-again; similarity_score: 0.23528
hiring_manager: _br; similarity_score: 0.23414
hiring_manager: arobbins; similarity_score: 0.23300
hiring_manager: sparkman55; similarity_score: 0.23188
hiring_manager: alexchantastic; similarity_score: 0.23187
hiring_manager: ILIKEPONIES; similarity_score: 0.22748
hiring_manager: bostik; similarity_score: 0.22641
hiring_manager: gsastry; similarity_score: 0.22534
hiring_manager: georgespencer; similarity_score: 0.22429
hiring_manager: cgilboy; similarity_score: 0.22429
hiring_manager: waseems; similarity_score: 0.22428
hiring_manager: noahbrier; similarity_score: 0.22324
hiring_manager: oms1005; similarity_score: 0.22119
hiring_manager: cairo140; similarity_score: 0.22018
hiring_manager: tqn; similarity_score: 0.22017
hiring_manager: michaelhoffman; similarity_score: 0.22017
hiring_manager: andrewforee; similarity_score: 0.21917
hiring_manager: shedd; similarity_score: 0.21917
hiring_manager: tair; similarity_score: 0.21817
hiring_manager: gnidan; similarity_score: 0.21817
hiring_manager: zaidos; similarity_score: 0.21620
hiring_manager: frisco; similarity_score: 0.21524
hiring_manager: paulc; similarity_score: 0.21523
hiring_manager: arach; similarity_score: 0.21428
hiring_manager: the_gigi; similarity_score: 0.21428
hiring_manager: bbeck; similarity_score: 0.21428
hiring_manager: daveoflynn; similarity_score: 0.21427
hiring_manager: jennifer_scroll; similarity_score: 0.21332
hiring_manager: mapdock; similarity_score: 0.21332
hiring_manager: swampthing; similarity_score: 0.21238
hiring_manager: woodhull; similarity_score: 0.20960
hiring_manager: mbesto; similarity_score: 0.20960
hiring_manager: sb_ba; similarity_score: 0.20869
hiring_manager: iis_zephyr; similarity_score: 0.20869
hiring_manager: samuelbrin; similarity_score: 0.20868
hiring_manager: lightningstorm; similarity_score: 0.20868
hiring_manager: ameryz07; similarity_score: 0.20778
hiring_manager: meritt; similarity_score: 0.20512
hiring_manager: JimboOmega; similarity_score: 0.20512
hiring_manager: dalys; similarity_score: 0.20425
hiring_manager: jnenglish; similarity_score: 0.20253
hiring_manager: kmano8; similarity_score: 0.20252
hiring_manager: azth; similarity_score: 0.20167
hiring_manager: vaxtrac; similarity_score: 0.20083
hiring_manager: snowmaker; similarity_score: 0.19999
hiring_manager: matm; similarity_score: 0.19752
hiring_manager: ncbk12; similarity_score: 0.19752
hiring_manager: alexthornton; similarity_score: 0.19591
hiring_manager: cwhiten; similarity_score: 0.19590
hiring_manager: jhdavids8; similarity_score: 0.19433
hiring_manager: minichate; similarity_score: 0.19432
hiring_manager: jasonparekh; similarity_score: 0.19432
hiring_manager: bsnyder; similarity_score: 0.19199
hiring_manager: rchiba; similarity_score: 0.19199
hiring_manager: JangoSteve; similarity_score: 0.18604
hiring_manager: boyd; similarity_score: 0.18603
hiring_manager: jspiral; similarity_score: 0.18460
hiring_manager: blakeweb; similarity_score: 0.18390
hiring_manager: jsfour; similarity_score: 0.18390
hiring_manager: ejdyksen; similarity_score: 0.18390
hiring_manager: ninetax; similarity_score: 0.18044
hiring_manager: conorgil145; similarity_score: 0.17910
hiring_manager: capkutay; similarity_score: 0.17777
hiring_manager: michaelrstubbs; similarity_score: 0.17711
hiring_manager: kedargj; similarity_score: 0.17646
hiring_manager: maxneu; similarity_score: 0.17328
hiring_manager: jjarmoc; similarity_score: 0.17203
hiring_manager: bitcrusher; similarity_score: 0.17141
hiring_manager: courtneypowell; similarity_score: 0.17081
hiring_manager: spang; similarity_score: 0.16550
hiring_manager: atto; similarity_score: 0.16161
hiring_manager: chrchr; similarity_score: 0.16161
hiring_manager: helloshow; similarity_score: 0.15788
hiring_manager: ehberger; similarity_score: 0.15189
hiring_manager: pensieri; similarity_score: 0.14723
hiring_manager: greattypo; similarity_score: 0.14457
hiring_manager: ddtruong17; similarity_score: 0.14200
hiring_manager: BWStearns; similarity_score: 0.12532
hiring_manager: makmanalp; similarity_score: 0.12499
hiring_manager: fh2210; similarity_score: 0.12371
hiring_manager: brendankemp; similarity_score: 0.11764
hiring_manager: frabrunelle; similarity_score: 0.08347
